500;0.5292605816191583
1000;0.5705199014898122
1500;0.6201846500282057
2000;0.5898657247527017
2500;0.6078760646649266
3000;0.6449607738840095
3500;0.6428655452510774
4000;0.6450514713566455
4500;0.6503510904475714
5000;0.599532167010359
5500;0.6379707978757607
6000;0.651257607133207
6500;0.6339119661076109
7000;0.6664234762127352
7500;0.6838482873967688
8000;0.6739316192808351
8500;0.6804831527343891
9000;0.6672054087933876
9500;0.6780465891947727
10000;0.680449967825568
10500;0.6964742810268134
11000;0.7081792014748354
11500;0.6924571917667723
12000;0.6932416916828951
12500;0.6974263882126306
13000;0.7076083300700903
13500;0.6934596669707753
14000;0.6893249934804866
14500;0.6992143379758701
15000;0.6947805537720066
15500;0.6838872386713133
16000;0.7041947458933405
16500;0.7034480686788814
17000;0.7075254481575816
17500;0.7164371943898628
18000;0.703644570820426
18500;0.700603760793748
19000;0.7096865978884386
19500;0.7153736052040555
20000;0.7075600609755762
